key,factor,gross_ann,net_ann,vol,sharpe_net,sharpe_gross,dsr,dsr_candidates,sr0_monthly,max_dd,turnover,mean_ic,ic_t,ic_ir,fm_premium,fm_t,breakeven_bps,half_life,months,coverage,coverage_of,alpha_ann,alpha_t,beta_mkt_rf,beta_hml,beta_umd,beta_rmw,r2,ic_h1,ic_h2,ic_h3,ic_h6,ic_h12,sharpe_at_0bp,sharpe_at_5bp,sharpe_at_10bp,sharpe_at_25bp,sharpe_at_50bp,sharpe_cw,sharpe_hold3,sharpe_hold6,sharpe_hold12,sharpe_nosector,sharpe_terminal,sharpe_hedged
momentum,Momentum 12-1,0.027589774555522605,0.01277102751581461,0.15556754097627798,0.08207145708848186,0.1773491718283937,0.018400617772987998,0.19127941477267701,0.17256761674304122,-0.5599274862073824,0.6174477933211658,0.0060823371198355704,0.53851184639445,0.1322389360341606,0.0004439905875260942,0.5021756740963967,18.61815609753892,NaN,200,0.8660714285714286,members,0.0021800821845269058,0.09778508505274809,-0.05704019256702668,-0.24491230030426425,0.8978926451285677,-0.08041310678567652,0.6660442199528722,0.007446732496799221,0.0036634708208440545,0.0054297951079046265,0.00743623484562782,0.00328826973750326,0.1773491718283937,0.12970438838291534,0.08207145708848186,-0.06074823007206256,-0.2984696012557658,0.19929662695711603,0.1872456513569674,0.18803092991148207,0.26014379197259135,-0.02040196945912714,0.08012398109539662,NaN
value,"Value (B/P, E/P)",-0.013718818472940927,-0.02085757855129741,0.10982211534683851,-0.19001057895395623,-0.12491854149425519,0.0006938684681622186,0.023879954452570355,0.17256761674304122,-0.5016409067397662,0.29744833659818665,-0.004382238087479803,-0.4936572977021107,-0.12122428921611703,-0.00029089240267336195,-0.4547271489966373,-19.217368734010385,NaN,199,0.8382936507936508,members,-0.018618435355400913,-0.9086019049127074,0.12327904739952186,0.42182589940000753,-0.33376898940097716,0.17030565443048173,0.5216752011238603,-0.0041452959990048045,-0.006738451900753057,-0.0047608919048602915,-0.0066441864242885494,-0.003156957505687744,-0.12491854149425519,-0.1574589534612193,-0.19001057895395623,-0.2877076096449852,-0.4505252037993789,-0.4461860427344352,-0.24182712349727012,-0.2581801851222393,-0.18584126187995378,-0.12203929613072727,-0.19001057895395623,NaN
quality,"Quality (GP/A, accruals)",0.02540559249447196,0.019463014282475502,0.08758700382891968,0.2222232670196126,0.2900612120959832,0.06438399194737955,0.3800101454525842,0.17256761674304122,-0.23162620000727174,0.24760742549985232,0.007337229562082671,1.2006019993636148,0.29482421242788587,0.0005067537788225998,1.209768785634273,42.751801639202576,NaN,199,0.6872146118721462,non-fin.,0.024098014364509323,1.0936449234292698,-0.0257712589533284,-0.09891127465919577,0.0704280937427114,0.10185291655034476,0.04281588292143912,0.007392840931835518,0.006693017558807467,0.005451016328690721,0.00819145554031591,0.010630153965314552,0.2900612120959832,0.25615011791580933,0.2222232670196126,0.12040487364710305,-0.049078935189280914,0.2650530923578761,0.09681543579305804,0.2184861586224799,-0.0029279340518708124,0.11589485348085199,0.2222232670196126,NaN
low_vol,Low volatility,-0.04317512082719261,-0.049050998056662104,0.18778791374628312,-0.2611813336695864,-0.22991426852702426,0.0002032506215904662,0.010703162856745035,0.17256761674304122,-0.739095319561516,0.24482821789456197,0.0016829534014170101,0.12301260944752052,0.03020742570667707,-0.0010365949445364383,-0.905973463326825,-73.4785958608103,NaN,200,0.8660714285714286,members,0.010498989865365627,0.35269049757036,-0.6661724315058768,-0.11379049596198566,0.42221635569070004,0.9279017421679198,0.621298523487378,0.0003805700691199205,0.00009854651264312268,0.0011549277779129524,-0.0015717135577423312,0.00042821573178364856,-0.22991426852702426,-0.2455490659243154,-0.2611813336695864,-0.30806075189253873,-0.38612195384248643,-0.49138432556416967,-0.26730004247376005,-0.247987022135878,-0.16267612786103097,-0.34257271591976507,-0.2582539151502485,0.38772269295802236
composite,Composite,-0.0333294466437916,-0.044138810049058855,0.14278495682567238,-0.30935275415046753,-0.23342407621052028,0.0001203966542859903,0.006998038838045436,0.17256761674304122,-0.6479749734991527,0.45039014188613447,-0.002093220390719625,-0.230997459785015,-0.05672457999408461,-0.0005036907050493021,-0.6508716332956799,-30.83386633809602,NaN,199,0.5158730158730159,members,-0.016959037346954496,-0.6015239578298952,-0.3199899400192938,0.018460759244623842,0.38943363663285036,0.6578236298763602,0.41799796302641523,-0.0007046775541159131,-0.0050385127575512875,0.0006962587961730917,0.0006170053067168032,0.0017283973600189127,-0.23342407621052028,-0.27137599490946795,-0.30935275415046753,-0.4234206554008318,-0.6139233974600211,-0.18287511030731157,-0.3104277348016539,-0.10515686262177903,-0.17734345861483658,-0.25184555321014035,-0.30935275415046753,NaN
