ticker,cik,fy,float_date,month,close,shares,shares_source,cap,public_float,ratio,flag,reason
LYV,1335258,2011,2011-06-30,2011-06-30,11.470000267028809,181859183.0,cover,2085924877.571641,1630000000.0,1.2797085138476325,"",""
LYV,1335258,2012,2012-06-30,2012-06-30,9.180000305175781,190241133.0,cover,1746413658.9969864,1201000000.0,1.4541329383821702,"",""
LYV,1335258,2013,2013-06-30,2013-06-30,15.5,194748590.0,cover,3018603145.0,2213000000.0,1.364032148666968,"",""
LYV,1335258,2014,2014-06-30,2014-06-30,24.690000534057617,200443897.0,cover,4948959923.97859,3565000000.0,1.3882075523081598,"",""
LYV,1335258,2015,2015-06-30,2015-06-30,27.489999771118164,201594143.0,cover,5541822944.928762,4000000000.0,1.3854557362321906,"",""
LYV,1335258,2016,2016-06-30,2016-06-30,23.5,202926816.0,cover,4768780176.0,3100000000.0,1.5383161858064516,"",""
LYV,1335258,2017,2017-06-30,2017-06-30,34.849998474121094,205610934.0,cover,7165540736.162613,4700000000.0,1.5245831353537473,"",""
LYV,1335258,2018,2018-06-30,2018-06-30,48.56999969482422,208917592.0,cover,10147127379.68341,6700000000.0,1.5144966238333448,"",""
LYV,1335258,2019,2019-06-30,2019-06-30,66.25,211629280.0,cover,14020439800.0,9300000000.0,1.5075741720430107,"",""
LYV,1335258,2020,2020-06-30,2020-06-30,44.33000183105469,215260098.0,cover,9542480538.493011,6400000000.0,1.491012584139533,"",""
LYV,1335258,2021,2021-06-30,2021-06-30,87.58999633789062,218683233.0,cover,19154463577.628082,12700000000.0,1.5082254785533924,"",""
LYV,1335258,2022,2022-06-30,2022-06-30,82.58000183105469,228063872.0,cover,18833514967.35742,12700000000.0,1.4829539344375924,"",""
LYV,1335258,2023,2023-06-30,2023-06-30,91.11000061035156,229891197.0,cover,20945387098.98445,14200000000.0,1.4750272604918628,"",""
LYV,1335258,2024,2024-06-30,2024-06-30,93.73999786376953,231442568.0,cover,21695425829.905334,14800000000.0,1.4659071506692793,"",""
LYV,1335258,2025,2025-06-30,2025-06-30,151.27999877929688,234089506.0,cover,35413060181.92621,24100000000.0,1.4694215843122909,"",""
M,794367,2009,2009-08-01,2009-07-31,13.90999984741211,,,,5849150000.0,,"",""
M,794367,2010,2010-07-31,2010-07-31,18.649999618530273,422106453.0,cover,7872285187.429167,7873300000.0,0.9998711070871384,"",""
M,794367,2011,2011-07-30,2011-06-30,29.239999771118164,426767463.0,cover,12478680520.44068,12339100000.0,1.0113120503473252,"",""
M,794367,2012,2012-07-28,2012-06-30,34.349998474121094,413149189.0,cover,14191674011.734367,14773300000.0,0.9606299209881589,"",""
M,794367,2013,2013-08-03,2013-07-31,48.34000015258789,383653852.0,cover,18545827264.220932,18692500000.0,0.9921533911580009,"",""
M,794367,2014,2014-08-02,2014-07-31,57.790000915527344,360432076.0,cover,20829370002.02542,20465660000.0,1.0177717211184698,"",""
M,794367,2015,2015-08-01,2015-07-31,69.05999755859375,336410162.0,cover,23232484966.406128,22857680000.0,1.0163973319429673,"",""
M,794367,2016,2016-07-30,2016-06-30,33.61000061035156,308395235.0,cover,10365164036.579514,11052402000.0,0.9378200355524088,"",""
M,794367,2017,2017-07-29,2017-06-30,23.239999771118164,304506714.0,cover,7076735963.663944,7288096032.0,0.9709992750633317,"",""
